Gene,SRR1174401,SRR1174402,SRR1174403,SRR1174404,SRR1174405,SRR1174406,SRR1174407,SRR1174408,SRR1174409,SRR1174410,SRR1174411,SRR1174412,SRR1174413,SRR1174414,SRR1174415,SRR1174416,SRR1174417
Cre06.g257550,9.187259,5.521648,5.002571,9.839724,12.735733,7.382538,7.852735,5.438492,3.832796,3.319835,3.172115,4.86216,5.82864,5.083801,5.420058,0,4.682995
Cre06.g257600,0.550442,0.248133,0.508865,1.15457,2.158547,0.943645,0.416633,0.077713,0.059326,0.035302,0.003202,0.010751,0.020386,0.025065,0.059985,0,0.040295
Cre06.g257601,1007.639867,965.296774,912.303373,290.27187,130.973981,122.396998,175.705804,469.890989,327.635713,275.679319,176.445233,263.075405,288.443205,324.637199,258.30304,235.334717,306.583394
Cre06.g257650,0.653649,1.220195,0.818848,0.437651,0.256555,0.311258,0.400503,0.697221,0.475282,0.424148,0.107711,0.313522,0.320038,0.548148,0.593551,0,0.658497
Cre06.g257700,0.940688,0.826364,0.831834,2.000661,5.294333,2.065802,0.834051,0.040051,0.012875,0.020107,0.005471,0.004083,0,0.003569,0.009379,0,0.012023
Cre06.g257750,0,0.020016,0,0,0,0.009701,0,0,0.005925,0.005288,0,0,0,0,0,0,0
Cre06.g257800,0.362756,0.089814,0.371811,0.896238,1.241994,0.429083,0.236848,0.049749,0.026588,0.061013,0.047343,0.077093,0.045672,0.084242,0.061664,0.359606,0.072229
Cre06.g257850,59.204256,49.625128,108.015593,165.11138,104.423227,127.323257,132.298877,88.830038,73.946757,77.014034,86.552705,91.299374,98.659424,83.866378,73.644982,56.133075,77.435354
Cre06.g257900,5.365872,2.509245,5.764236,9.793615,7.234215,5.395295,4.950618,3.414086,4.227278,3.037266,1.683396,4.12902,4.157368,3.864109,3.480105,3.836023,3.458039
Cre06.g257950,31.251198,16.378957,32.031333,31.25645,38.325723,55.346831,72.642603,26.484985,30.148408,36.199439,44.229324,47.213861,47.781677,38.750038,29.311919,17.951916,41.043175
Cre06.g258000,2.971545,3.526488,4.568587,3.416349,3.166064,2.479984,3.449784,2.654264,2.25165,1.717125,1.994728,2.311063,2.313652,2.224577,2.232517,0,2.307748
Cre06.g258051,0,0,0,0,0,0,0,0.012875,0,0.008772,0.033415,0.01247,0,0,0.024552,0,0.013352
Cre06.g258100,8.590682,10.066468,8.934305,7.309402,10.735639,16.653078,18.092085,13.884223,23.746359,14.876776,10.416629,10.357474,11.913261,13.047906,12.221944,8.849246,14.951338
Cre06.g258150,4.177622,1.47762,6.089827,8.950807,7.567853,3.103343,2.723526,2.22805,3.232048,1.778303,1.404344,2.18876,3.331141,3.179958,2.660524,2.300751,2.261095
Cre06.g258200,1.076016,0.332626,0.851816,2.055908,2.346203,1.192228,1.119193,1.02577,1.078559,0.778599,0.378838,0.71171,0.952711,0.909116,0.874133,0.216804,0.874041
Cre06.g258226,5.246545,1.992913,4.998818,13.525612,11.9171,4.006121,2.730192,4.573014,4.371525,2.433938,2.674001,3.69296,3.930731,3.775291,3.591242,0.915668,4.00679
Cre06.g258250,0.200919,0.106597,0.65899,1.150191,1.539589,0.688857,0.381138,0.068886,0.031556,0.009387,0.083433,0.040031,0,0,0.021894,0,0.021432
Cre06.g258300,4.689415,1.857331,5.257086,10.081695,9.928504,3.893847,3.555696,2.763386,3.273384,2.57888,3.622214,2.838628,3.474781,2.098611,2.469791,1.210599,2.996044
Cre06.g258350,3.687026,5.537234,4.178967,2.351093,1.881817,2.499793,3.042265,3.16363,3.380507,2.857309,2.499682,2.740172,2.959599,2.582271,2.176752,1.450403,3.083172
Cre06.g258363,1.482634,2.68567,1.290961,1.290266,2.059348,1.95249,1.93206,1.317705,1.041841,0.689328,1.389742,0.991831,0.924269,0.915089,0.857199,0.535107,0.949407
Cre06.g258400,3.003939,2.520702,2.324904,3.093894,2.806918,2.180678,2.298832,1.670984,1.901616,1.611101,1.718357,1.720184,1.736637,1.31689,1.539787,2.278974,1.416837
Cre06.g258450,2.711346,1.103933,4.068545,10.278476,6.658922,7.21195,8.762082,11.361635,11.168004,11.148216,10.721171,14.094442,14.659364,13.921991,10.763577,6.360408,12.082838
Cre06.g258500,0.662704,0.209284,2.668472,8.771266,4.862037,4.787647,6.160372,4.722749,4.597006,2.720207,1.502319,4.401216,3.933391,4.232189,3.559061,1.173126,3.27358
Cre06.g258550,0.100068,0.075844,0.102566,0.323039,0.567134,0.214429,0.078832,0.004901,0.022452,0.023376,0.00424,0,0,0.008299,0.009346,0,0.015249
Cre06.g258566,0.106552,0.062812,0.145616,0.321038,0.636969,0.380538,0.18019,0.024355,0.055783,0.008297,0,0,0.022358,0,0.019351,0,0.018943
Cre06.g258583,0.275374,0.101458,0.164645,0.5877,0.685912,0.304875,0.167039,0.039339,0.006007,0.016082,0.006807,0.00762,0.043338,0.013323,0.020004,0,0.012239
Cre06.g258600,0.459282,0.658017,0.67335,0.572571,0.623998,2.612711,1.231242,0.578292,0.518178,0.713846,0.638891,0.099905,0.662877,1.185977,1.087009,0,2.839052
Cre06.g258650,4.872482,4.855075,5.217733,9.367143,20.067357,11.640846,5.446011,1.683021,1.446767,1.163701,1.801144,1.605906,1.785425,1.73106,1.584894,1.802306,1.68074
Cre06.g258700,40.794834,29.215129,36.739003,35.113662,46.078256,71.417494,81.651696,40.656142,33.737728,31.219782,55.181855,37.965576,45.890861,44.07473,37.757163,28.961407,45.42624
Cre06.g258733,66.086453,67.548992,66.676842,35.720133,26.762871,32.387131,34.967975,35.571272,62.583683,46.072208,19.304394,24.397909,34.827783,43.097419,44.893457,32.394732,47.341135
Cre06.g258800,246.298225,209.928003,269.550306,412.65359,731.763853,504.697409,231.984063,69.542548,40.300579,27.30873,22.365557,39.471956,52.611653,49.073681,43.106558,41.355517,36.55598
Cre06.g258850,61.91609,54.749102,58.818183,74.04156,65.767915,9.354973,3.179652,1.412077,2.946798,2.405268,1.262337,8.251419,9.074398,5.89809,5.744509,0,9.03047
Cre06.g258900,35.26754,23.57906,36.147937,42.76326,26.87967,24.883619,34.532336,23.888371,31.410512,22.00294,15.818657,23.279411,22.742707,26.717622,22.964242,0,22.250305
Cre06.g258950,4.594907,5.333933,4.932816,4.658522,4.95876,9.566137,5.389524,1.597785,2.422661,0.829196,0.794486,1.222092,1.384577,1.08729,1.115288,0.539694,1.370501
Cre06.g259000,0.110657,0.48924,2.778771,4.917743,6.073855,11.97452,10.715342,5.083856,5.199388,4.846797,3.987871,4.519667,6.791793,6.199523,4.527755,2.742403,4.88862
Cre06.g259050,2.693815,1.948907,2.359453,3.615486,3.367134,3.190561,4.343045,5.222466,6.782194,4.404951,6.493804,5.253281,5.64232,5.8008,5.51849,8.496814,5.921007
Cre06.g259100,11.055419,9.284276,7.559398,2.692836,7.028543,8.117661,7.749806,5.093354,7.313408,4.982657,10.510223,3.915526,3.924163,4.857416,3.797345,3.722635,6.235423
Cre06.g259150,48.473901,37.628069,50.669354,103.897206,48.053433,40.832995,43.182169,33.013491,28.476749,23.770035,8.509658,42.559911,40.866803,32.196281,27.347576,25.079882,35.271258
Cre06.g259200,5.327591,5.087778,5.460586,5.350634,4.709711,6.256046,7.191932,6.758384,7.447005,5.417864,3.824132,5.496024,5.857907,5.031323,4.741005,1.760446,5.613362
Cre06.g259250,0.3569,0.315587,0.365809,0.537665,0.387919,0.420627,0.649476,0.275321,0.583896,0.604449,0.238185,0.562941,0.337007,0.207204,0.233342,0,0.237935
Cre06.g259300,39.459671,34.892087,28.889084,42.461074,27.571647,33.822205,27.355293,30.923284,44.267619,32.920825,13.376177,24.334467,31.937394,39.272574,27.027309,139.703876,30.064801
Cre06.g259350,0.034386,0,0,0,0.018687,0.058947,0.01517,0.047157,0.063007,0.048196,0.040797,0.011418,0,0.019963,0.014988,0,0.042792
Cre06.g259401,11.801599,7.885937,8.591056,3.939657,2.605548,3.218583,3.564581,3.954275,2.931259,0.908514,1.412125,3.005973,2.532684,2.102203,1.768228,0,1.752376
Cre06.g259450,8.106526,4.814442,1.48816,2.551841,2.663053,0.674096,0.587146,1.24449,0.475073,0.254377,0.107663,1.084793,1.066325,0.632201,0.580106,0,0.537751
Cre06.g259476,0,0,0,0,0,0,0.012584,0,0.014933,0,0.016921,0,0.035912,0.03312,0,0,0.030426
Cre06.g259500,1.187882,1.939937,1.141803,0.753486,0.982243,1.71969,1.949488,1.668057,2.255462,1.994216,2.366904,1.628774,1.610056,1.656469,1.365002,0.422572,1.628822
Cre06.g259550,0.177586,0.219842,0.145616,0.107013,0.270229,0.334874,0.313374,0.304432,0.306805,0.522704,0.358183,0.259469,0.71547,0.556745,0.979163,0,1.464904
Cre06.g259600,11.075506,8.759912,10.900265,17.984126,19.801443,14.371173,13.749378,8.586606,9.058639,8.415286,7.456863,7.864611,8.781499,7.531424,6.644015,9.022821,7.477422
Cre06.g259650,8.637614,7.637782,7.786582,12.777293,13.856277,10.726282,14.404317,11.399787,13.552464,12.531978,11.050586,9.710578,12.381665,12.899304,10.483766,7.73731,12.404981
Cre06.g259700,0.651243,0.422297,1.068001,0.850278,1.120754,0.986158,1.656767,0.908013,0.750076,0.659236,0.61813,0.865021,0.901919,0.983036,0.756949,0,0.802726
Cre06.g259750,1.299991,2.361499,1.69452,0.97921,1.597278,2.107415,2.558932,1.860346,1.827212,1.366558,2.229722,1.290352,1.538863,1.624315,1.487388,1.400765,1.4344
Cre06.g259800,10.828079,8.173987,11.965793,9.349373,10.177157,7.170075,7.380716,5.021863,5.254146,4.856145,4.698512,4.712504,3.729195,4.661281,3.870742,3.226675,4.864605
Cre06.g259850,307.224439,318.457212,224.612105,18.192154,12.449851,33.487351,46.065972,130.662083,102.919286,101.968685,176.984623,100.131427,54.77814,64.128745,54.182919,26.406688,52.408219
Cre06.g259900,781.908335,730.661263,781.504292,739.493792,326.278915,208.602969,208.975341,333.081408,162.297403,159.064883,192.05754,191.914898,155.174768,135.304007,112.512391,117.13245,112.592807
Cre06.g259950,0.871691,0.755263,0.884459,1.777432,5.509876,2.671453,0.858416,0.093584,0.218942,0.098727,0.028725,0.03802,0.099768,0.071579,0.116084,0,0.158086
Cre06.g260000,1.890301,3.388779,3.609569,4.798205,6.888514,5.382305,3.91828,1.837759,1.911467,2.643412,2.288816,1.487569,2.722238,2.675967,2.567699,0.641743,2.76211
Cre06.g260050,1.468938,0.708493,1.402952,1.458526,1.787112,0.643846,0.706944,0.915695,0.707856,0.577109,0.29707,0.831448,0.840644,0.69776,0.734847,0,0.55197
Cre06.g260100,49.98122,44.021046,45.086849,81.049938,116.308972,37.506671,18.795878,7.269945,12.755759,10.891147,8.476985,11.589482,13.016561,13.457378,11.00741,4.895977,13.275772
Cre06.g260150,7.041507,4.123999,11.810105,41.191879,30.34068,24.925876,28.421639,8.528133,5.577509,10.74529,10.415801,9.869185,9.325914,7.857588,7.31418,2.266355,7.315921
Cre06.g260200,19.340348,7.592844,32.078953,68.427272,69.300428,88.354729,105.554149,43.33492,27.056561,36.818323,48.129904,36.215106,43.142634,38.810116,32.56504,25.854945,35.724258
Cre06.g260250,12.760346,10.509583,19.506226,22.189184,13.591998,14.062268,16.132014,8.299897,6.814,8.210067,6.185532,8.377676,9.409787,6.942581,6.404042,3.61416,7.324104
Cre06.g260300,0,0,0,0,0,0.05973,0.061485,0.047784,0.036482,0.032557,0.041339,0,0,0,0.045561,0,0.024777
Cre06.g260350,22.104702,21.875328,29.621723,39.857025,27.86422,28.74725,28.294931,15.523905,17.938249,16.757459,11.901328,17.862414,16.246295,17.155357,13.844718,10.407629,16.255235
Cre06.g260400,74.944369,95.313275,123.283706,134.507609,95.034341,124.707649,92.859993,52.024515,56.067924,69.163864,76.430339,58.836364,49.799118,51.299137,41.538032,68.79047,50.415737
Cre06.g260450,12.061907,22.254397,32.571782,35.002687,19.423749,35.340336,39.704305,18.410849,15.159423,26.740841,27.658286,23.942156,26.308047,22.826274,20.869501,14.371618,23.099976
Cre06.g260500,1.739811,4.126233,2.267435,2.343282,2.827143,2.024545,2.0459,0.944133,0.663525,0.414497,0.31783,0.795814,0.892138,0.856225,0.780927,1.713285,0.966827
Cre06.g260550,0.177289,1.216514,0.814082,0.16025,0.086714,0.048627,0.100112,0.230981,0.478929,0.324693,0.136723,0.275518,0.343743,0.399362,0.450511,0.878749,0.548419
Cre06.g260600,14.974714,10.767302,21.730292,30.09875,30.367984,15.21662,14.733567,11.80855,12.161811,13.320446,10.098928,11.816416,12.130686,11.736673,10.408839,12.696129,12.05695
Cre06.g260650,1.68698,0.621544,1.700274,5.252256,5.584841,2.024354,1.891567,1.783366,2.951294,2.206852,1.617883,2.492832,3.062008,2.774983,2.518403,3.484029,2.214339
Cre06.g260700,0.156664,3.130773,31.954426,130.703766,141.315609,166.254638,204.119795,130.748302,150.888483,210.447095,266.987902,221.03393,200.043638,174.977504,151.175807,167.728312,183.375399
Cre06.g260750,1.498748,1.806504,2.789121,2.093868,1.981657,2.806085,3.359476,3.258229,2.967589,2.311896,1.91477,1.61538,1.860595,1.939551,1.650475,1.867545,1.40666
Cre06.g260776,2.109862,1.761992,2.082438,1.353798,2.250769,3.432675,5.395081,6.296054,5.430807,5.029065,3.059503,2.075886,2.902311,3.584018,3.146295,4.841539,2.778446
Cre06.g260800,17.097993,8.63934,16.754494,39.910613,31.092512,16.104683,13.469465,9.405173,11.557957,9.524425,10.755922,9.296363,13.128897,11.344615,8.332836,0,9.620062
Cre06.g260850,6.698778,3.446326,6.473659,1.467873,4.056551,7.113801,9.644742,3.817904,5.42901,3.247558,5.914337,2.524872,3.154488,3.656757,3.566304,2.587255,5.178119
Cre06.g260900,0,0,0.147327,0.86616,0.390578,0.554413,0.190234,0.098563,0.225753,0.335775,0.29844,0.286383,0.361938,0,0.250604,0,0.229984
Cre06.g260950,24.073857,16.748512,19.006282,50.098512,50.849232,32.593848,29.166103,17.276049,16.142098,15.173816,14.999465,19.817168,21.321246,17.900831,15.42442,19.708209,17.177188
Cre06.g260976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g261000,3823.90902,3135.946298,2654.268834,1831.163116,1112.074799,1067.599569,920.540457,2097.458269,1219.166082,1305.3801,2151.430411,2160.038801,1599.078333,1566.647107,1360.199067,1162.794518,1496.977913
Cre06.g261026,5.459378,4.14706,3.45504,3.891451,5.177201,5.299673,6.166584,4.32141,4.200882,3.415113,3.358164,3.923825,2.998484,3.318442,2.852685,1.816101,3.817123
Cre06.g261050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0
Cre06.g261100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g261123,0.061033,0.053968,0.062557,0,0.016584,0,0,0.041851,0.047929,0.042772,0.018103,0,0,0,0.019952,0,0.01085
Cre06.g261150,26.908486,16.742059,17.455163,6.355753,14.651552,25.886547,45.213712,23.337677,13.912251,22.102662,34.138164,17.836562,22.47753,23.507964,19.330787,11.475804,15.787379
Cre06.g261200,6.942732,1.58894,3.097573,1.599633,2.308233,4.655663,7.981388,5.852857,3.762995,7.307781,5.88714,4.421016,6.015876,5.643014,5.162192,2.024252,3.978723
Cre06.g261300,15.820143,9.68463,16.749629,24.880446,16.533768,18.228976,24.606041,22.272223,11.300913,18.870604,6.119055,15.682974,17.181861,19.109476,15.300156,7.180766,15.59751
Cre06.g261350,5.94309,4.978571,6.732654,15.079058,9.774427,9.919936,13.523155,8.472196,6.795889,6.649291,2.690564,4.570192,10.632955,8.535112,6.714592,0,6.617399
Cre06.g261400,2.39184,1.912553,2.127911,2.330832,8.067287,8.170055,3.332688,0.857944,1.057959,0.735762,0.48467,0.744442,0.700664,0.701186,0.742326,0.195633,0.898154
Cre06.g261450,503.059353,466.986108,447.711567,629.732665,1279.88193,580.233961,331.887338,67.623727,66.78549,63.32524,47.522842,65.747724,72.776672,66.567614,66.235282,47.046399,79.410318
Cre06.g261500,7.821149,7.721553,12.141331,12.926393,8.170776,12.919399,21.439101,17.859433,12.919812,10.660636,7.973027,10.741527,14.579235,13.974791,11.476369,3.763712,12.108977
Cre06.g261550,1.57136,1.38947,1.332899,2.530492,5.491883,2.159629,0.824689,0.037155,0.141836,0.025315,0.032144,0.017993,0.03411,0.031458,0.017713,0,0.019266
Cre06.g261600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g261650,47.114866,30.461929,55.906798,52.406665,44.510274,22.145915,18.28936,14.532411,18.035301,22.367224,20.887016,18.112539,16.902557,18.725776,14.426618,4.185109,21.645652
Cre06.g261700,44.041423,30.337671,33.251069,5.775818,32.055264,51.062774,65.638555,27.503229,34.997073,31.002191,59.134085,19.292738,23.825696,31.16224,29.030019,26.799645,34.761601
Cre06.g261750,10.371166,12.024383,12.58908,7.457997,11.562031,12.313666,8.970932,4.490411,5.076913,4.098858,5.278792,2.954888,3.432025,3.419874,3.318643,3.10608,4.233454
Cre06.g261800,37.561042,42.670934,24.311569,14.691311,8.616455,11.297849,12.448557,13.179979,19.944215,15.241136,10.263904,11.616122,14.218681,13.588107,13.944693,17.151773,18.176
Cre06.g261850,1.355121,1.422935,2.083424,2.424249,1.657011,1.923766,2.466012,2.235934,2.593901,1.54322,1.331437,1.71558,1.492855,2.016019,1.910394,0,2.273613
Cre06.g261900,31.287191,119.128365,48.628045,17.771747,20.533952,38.137715,23.26826,4.249753,6.287837,3.314888,3.372281,2.043812,3.013527,4.615525,3.092561,4.237098,9.209579
Cre06.g261950,0,0.374457,0,0,0.057535,0.090744,0,0,0.166276,0,0.062804,0,0,0.122928,0.069217,0,0
Cre06.g262000,9.113552,14.872428,7.898129,12.278372,19.448873,11.495016,11.603905,8.586367,18.115024,11.51011,8.9007,8.19313,11.707329,9.205535,9.091083,5.508798,10.880385
Cre06.g262050,19.571298,10.723261,9.599198,18.630941,19.983561,20.068508,20.605107,15.828456,12.650491,10.195575,10.684147,11.761889,13.265105,11.571584,9.662227,8.927016,10.758314
Cre06.g262100,27.793999,24.695291,20.426965,17.031258,17.448263,12.064787,14.370816,9.590587,12.363605,9.248465,2.531516,7.537849,9.732811,10.558634,9.421853,3.32227,10.247832
Cre06.g262150,0,0.170208,0.098647,1.390208,0.355363,0.189251,0.139865,1.125808,2.594909,2.850027,1.133488,0.357193,0.242347,0.167629,0.829126,2.38522,0.776002
Cre06.g262200,0,0,0,0.144234,0,0,0,0.032826,0.050124,0,0.028398,0,0,0,0.020865,0,0
Cre06.g262250,29.935743,22.682308,33.866612,49.212296,54.830716,32.314642,28.456292,17.975093,20.017781,15.912581,15.471193,19.294389,18.035723,16.913358,13.952516,9.290291,15.965884
Cre06.g262300,21.827305,11.482709,28.814812,59.521603,48.443534,21.313952,18.146299,20.082561,23.487223,24.832871,25.85586,22.225926,23.828414,21.254045,17.770667,17.118514,20.716185
Cre06.g262350,1.026906,1.631631,1.940622,2.127154,1.486756,1.368429,1.709468,1.424822,2.028651,1.559263,1.313549,1.534497,1.646417,1.648833,1.596306,0.795305,1.720084
Cre06.g262400,2.772185,2.552729,1.195343,4.7667,6.371719,8.160787,10.45217,5.56509,5.297301,5.890801,8.985311,8.665826,8.635306,6.815149,5.609249,7.1072,7.557411
Cre06.g262450,2.606001,1.152174,0.500823,7.115709,8.851552,9.702595,9.915783,4.076503,3.069705,3.69064,2.463834,4.705405,4.921499,4.160639,3.088152,0,3.011408
Cre06.g262500,1.565605,0.621559,2.030421,2.454832,2.179187,1.739035,2.311656,1.648666,1.827456,1.115842,1.123029,1.968127,2.091804,2.383647,2.085488,0.395922,2.073293
Cre06.g262550,1.59472,1.215109,2.469183,2.325753,1.857789,1.359617,1.975849,1.384343,1.310051,0.792614,0.518299,1.459081,1.516514,1.398613,1.379082,0.420445,1.429607
Cre06.g262601,0.02491,0,0.025532,0.037527,0.033844,0.021351,0.010989,0.025622,0.039124,0.046553,0.014777,0.041359,0.031362,0.028924,0.010858,0,0.013286
Cre06.g262650,1.164874,0.405526,1.617008,1.174518,1.086667,1.847531,2.158753,3.138456,2.403361,2.714734,3.106906,2.683332,2.003579,2.012889,2.121876,0.909261,2.018727
Cre06.g262700,376.337377,343.947415,337.168639,490.810735,416.648151,519.440451,448.602947,247.228357,258.444986,260.15474,223.78665,301.932188,276.108078,249.402586,201.353841,134.197858,248.848341
Cre06.g262750,1.843685,0.586326,2.469883,4.190596,4.086952,4.227952,4.509124,2.179137,1.765336,1.854977,1.60699,1.911855,1.924178,1.990537,1.838065,0.801613,2.015494
Cre06.g262800,4.508894,7.087956,3.115979,5.094445,11.623873,5.470146,2.765193,2.455476,6.729895,4.721158,1.644714,1.765691,2.73804,3.31842,3.792844,0.846543,3.750869
Cre06.g262850,30.643025,30.179333,47.87009,48.232726,59.204821,41.571411,25.661628,12.245049,13.331842,12.983586,11.815758,12.526361,13.569547,12.269202,11.145606,5.237411,13.262335
Cre06.g262900,57.105949,38.907158,41.772125,93.02316,93.71779,99.919644,102.429144,48.116566,44.834047,44.693882,32.609134,53.696343,54.414399,47.655688,39.256478,30.54505,51.236079
Cre06.g262950,2.177681,0.693219,2.031159,3.871166,2.940935,3.602467,4.664196,2.926783,3.072505,1.983966,1.072233,2.711744,2.111138,2.452724,2.071587,1.079387,2.388697
Cre06.g262977,0.465445,0.137189,0.742099,1.402374,0.569135,0.498685,0.342224,0.257101,0.494115,0.271821,0.030679,0.171731,0.179056,0.210173,0.138066,0.640839,0.206866
Cre06.g263000,0.786766,1.565315,1.008008,2.897286,2.209128,2.4633,2.116269,1.888226,2.597219,2.205475,2.404937,1.966688,1.637162,1.776331,1.652713,1.624866,1.930995
Cre06.g263050,1.898337,1.162107,2.843753,3.739766,3.055312,2.878766,4.251745,2.052693,1.758318,1.944376,0.996195,1.745644,1.470793,1.441224,1.638936,3.618954,1.89511
Cre06.g263100,0.957114,0.626907,1.562344,3.577999,4.594657,2.780158,3.237155,2.430749,1.91151,1.556801,1.282763,1.553806,2.633198,2.449061,2.468286,0.878523,1.966238
Cre06.g263150,5.697379,8.376248,8.794585,4.86027,6.285816,7.310412,7.214781,3.283079,4.105752,2.966498,3.76665,3.008805,3.111222,3.128379,2.976972,1.701179,3.825746
Cre06.g263176,6.317414,5.985164,6.475118,2.719173,6.866479,12.957003,14.034394,10.984489,9.449542,10.857349,10.305964,7.042587,5.681236,5.23955,5.457943,0,6.578196
Cre06.g263200,0.165819,2.639242,0,0,0.315403,0.568515,0.512064,0.454814,0.217026,0.581032,0.442652,0.275313,0.104384,0,0.180687,0,0.117917
Cre06.g263250,5.71901,3.420398,3.246204,2.514788,3.989191,3.058319,2.982414,2.825336,1.771617,1.710605,2.097212,2.640965,2.07946,1.627928,1.756343,1.374844,1.724125
Cre06.g263289,0.821668,0.683819,1.93206,1.601902,0.748613,0.80785,1.1301,1.557707,1.315802,1.637159,0.8315,0.786442,0.669379,0.589277,0.547742,0,0.644452
Cre06.g263300,272.960027,155.239005,105.65934,61.426449,102.708353,155.768035,134.483058,146.227577,112.022306,161.190192,278.991578,217.440684,165.432687,138.873483,100.753861,92.955413,153.495784
Cre06.g263357,0.196613,0.09483,0.128241,0.161561,0.111708,0.122563,0.177417,0.171589,0.140363,0.16284,0.10073,0.166189,0.180029,0.207541,0.148023,0,0.222434
Cre06.g263400,32.234265,23.378902,22.273443,36.011172,26.178465,30.423018,32.035787,20.116526,17.065136,16.244422,5.586216,22.129349,23.711698,21.027152,16.654627,8.975958,25.5623
